cell,block,fingerprint,cachedValue,dependencySheets,classificationReasons,formula,normalizedFormula
E26,JOIN,619756a00b92a04a3ed4,,IMPORTED_NODAL,FS | SUMIFS,"IF($B26="""","""",SUMIFS(IMPORTED_NODAL!$E$2:$E$200,IMPORTED_NODAL!$A$2:$A$200,$B26,IMPORTED_NODAL!$B$2:$B$200,$B$3))","IF(RC2="""","""",SUMIFS('IMPORTED_NODAL'!R2C5:R200C5,'IMPORTED_NODAL'!R2C1:R200C1,RC2,'IMPORTED_NODAL'!R2C2:R200C2,R3C2))"
F26,UNCLASSIFIED,936cac9a550fed60f943,,,,"IF($A26="""","""",IF($B$4=""compression-negative"",-E26,E26))","IF(RC1="""","""",IF(R4C2=""COMPRESSION-NEGATIVE"",-RC[-1],RC[-1]))"
G26,UNCLASSIFIED,78f81eaf9b5db2aed525,,,,"IF($A26="""","""",IF(F26>=0,""COMPRESSION"",""TENSION""))","IF(RC1="""","""",IF(RC[-1]>=0,""COMPRESSION"",""TENSION""))"
H26,JOIN,6990db21c36e8e4d3f5a,,PILE_POINTS,INDEX | MATCH,"IF($A26="""","""",INDEX(PILE_POINTS!$D$2:$D$100,MATCH($A26,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C4:R100C4,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
I26,JOIN,d3047106ad6537f6197c,,PILE_POINTS,INDEX | MATCH,"IF($A26="""","""",INDEX(PILE_POINTS!$E$2:$E$100,MATCH($A26,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C5:R100C5,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
J26,UNCLASSIFIED,d62ca1d498d29761e5d7,,,,"IF($A26="""","""",IF(G26=""COMPRESSION"",H26,I26))","IF(RC1="""","""",IF(RC[-3]=""COMPRESSION"",RC[-2],RC[-1]))"
K26,ACTION,dc65032a1ccf15c13650,,,ABS,"IF($A26="""","""",IF(G26=""COMPRESSION"",F26/H26,IF(I26>0,ABS(F26)/I26,NA())))","IF(RC1="""","""",IF(RC[-4]=""COMPRESSION"",RC[-5]/RC[-3],IF(RC[-2]>0,ABS(RC[-5])/RC[-2],NA())))"
L26,STATUS,140ce0b4c72278660359,,,"""BLOCK"" | ""FAIL"" | ""PASS""","IF($A26="""","""",IF(G26=""COMPRESSION"",IF(K26<=1,""PASS"",""FAIL""),IF(I26<=0,""BLOCK"",IF(K26<=1,""PASS"",""FAIL""))))","IF(RC1="""","""",IF(RC[-5]=""COMPRESSION"",IF(RC[-1]<=1,""PASS"",""FAIL""),IF(RC[-3]<=0,""BLOCK"",IF(RC[-1]<=1,""PASS"",""FAIL""))))"
M26,JOIN,359df7197ac13ee55762,,PILE_POINTS,INDEX | MATCH,"IF($A26="""","""",INDEX(PILE_POINTS!$F$2:$F$100,MATCH($A26,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C6:R100C6,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
N26,JOIN,016a6c2b2e13027efaca,,PILE_POINTS,INDEX | MATCH,"IF($A26="""","""",INDEX(PILE_POINTS!$G$2:$G$100,MATCH($A26,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C7:R100C7,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
A27,UNCLASSIFIED,3458cdb72f8aa89671ec,,SPRING_ASSIGNMENTS,,"IF(SPRING_ASSIGNMENTS!B20="""","""",SPRING_ASSIGNMENTS!B20)","IF('SPRING_ASSIGNMENTS'!R[-7]C[+1]="""","""",'SPRING_ASSIGNMENTS'!R[-7]C[+1])"
B27,UNCLASSIFIED,ab00340190f9c2966476,,SPRING_ASSIGNMENTS,,"IF($A27="""","""",SPRING_ASSIGNMENTS!A20)","IF(RC1="""","""",'SPRING_ASSIGNMENTS'!R[-7]C[-1])"
C27,JOIN,e811b46f854c157abcc9,,POINT_COORDINATES,INDEX | MATCH | RD,"IF($B27="""","""",INDEX(POINT_COORDINATES!$B$2:$B$100,MATCH($B27,POINT_COORDINATES!$A$2:$A$100,0)))","IF(RC2="""","""",INDEX('POINT_COORDINATES'!R2C2:R100C2,MATCH(RC2,'POINT_COORDINATES'!R2C1:R100C1,0)))"
D27,JOIN,8fb2d508d5a330f9562f,,POINT_COORDINATES,INDEX | MATCH | RD,"IF($B27="""","""",INDEX(POINT_COORDINATES!$C$2:$C$100,MATCH($B27,POINT_COORDINATES!$A$2:$A$100,0)))","IF(RC2="""","""",INDEX('POINT_COORDINATES'!R2C3:R100C3,MATCH(RC2,'POINT_COORDINATES'!R2C1:R100C1,0)))"
E27,JOIN,619756a00b92a04a3ed4,,IMPORTED_NODAL,FS | SUMIFS,"IF($B27="""","""",SUMIFS(IMPORTED_NODAL!$E$2:$E$200,IMPORTED_NODAL!$A$2:$A$200,$B27,IMPORTED_NODAL!$B$2:$B$200,$B$3))","IF(RC2="""","""",SUMIFS('IMPORTED_NODAL'!R2C5:R200C5,'IMPORTED_NODAL'!R2C1:R200C1,RC2,'IMPORTED_NODAL'!R2C2:R200C2,R3C2))"
F27,UNCLASSIFIED,936cac9a550fed60f943,,,,"IF($A27="""","""",IF($B$4=""compression-negative"",-E27,E27))","IF(RC1="""","""",IF(R4C2=""COMPRESSION-NEGATIVE"",-RC[-1],RC[-1]))"
G27,UNCLASSIFIED,78f81eaf9b5db2aed525,,,,"IF($A27="""","""",IF(F27>=0,""COMPRESSION"",""TENSION""))","IF(RC1="""","""",IF(RC[-1]>=0,""COMPRESSION"",""TENSION""))"
H27,JOIN,6990db21c36e8e4d3f5a,,PILE_POINTS,INDEX | MATCH,"IF($A27="""","""",INDEX(PILE_POINTS!$D$2:$D$100,MATCH($A27,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C4:R100C4,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
I27,JOIN,d3047106ad6537f6197c,,PILE_POINTS,INDEX | MATCH,"IF($A27="""","""",INDEX(PILE_POINTS!$E$2:$E$100,MATCH($A27,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C5:R100C5,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
J27,UNCLASSIFIED,d62ca1d498d29761e5d7,,,,"IF($A27="""","""",IF(G27=""COMPRESSION"",H27,I27))","IF(RC1="""","""",IF(RC[-3]=""COMPRESSION"",RC[-2],RC[-1]))"
K27,ACTION,dc65032a1ccf15c13650,,,ABS,"IF($A27="""","""",IF(G27=""COMPRESSION"",F27/H27,IF(I27>0,ABS(F27)/I27,NA())))","IF(RC1="""","""",IF(RC[-4]=""COMPRESSION"",RC[-5]/RC[-3],IF(RC[-2]>0,ABS(RC[-5])/RC[-2],NA())))"
L27,STATUS,140ce0b4c72278660359,,,"""BLOCK"" | ""FAIL"" | ""PASS""","IF($A27="""","""",IF(G27=""COMPRESSION"",IF(K27<=1,""PASS"",""FAIL""),IF(I27<=0,""BLOCK"",IF(K27<=1,""PASS"",""FAIL""))))","IF(RC1="""","""",IF(RC[-5]=""COMPRESSION"",IF(RC[-1]<=1,""PASS"",""FAIL""),IF(RC[-3]<=0,""BLOCK"",IF(RC[-1]<=1,""PASS"",""FAIL""))))"
M27,JOIN,359df7197ac13ee55762,,PILE_POINTS,INDEX | MATCH,"IF($A27="""","""",INDEX(PILE_POINTS!$F$2:$F$100,MATCH($A27,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C6:R100C6,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
N27,JOIN,016a6c2b2e13027efaca,,PILE_POINTS,INDEX | MATCH,"IF($A27="""","""",INDEX(PILE_POINTS!$G$2:$G$100,MATCH($A27,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C7:R100C7,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
A28,UNCLASSIFIED,3458cdb72f8aa89671ec,,SPRING_ASSIGNMENTS,,"IF(SPRING_ASSIGNMENTS!B21="""","""",SPRING_ASSIGNMENTS!B21)","IF('SPRING_ASSIGNMENTS'!R[-7]C[+1]="""","""",'SPRING_ASSIGNMENTS'!R[-7]C[+1])"
B28,UNCLASSIFIED,ab00340190f9c2966476,,SPRING_ASSIGNMENTS,,"IF($A28="""","""",SPRING_ASSIGNMENTS!A21)","IF(RC1="""","""",'SPRING_ASSIGNMENTS'!R[-7]C[-1])"
C28,JOIN,e811b46f854c157abcc9,,POINT_COORDINATES,INDEX | MATCH | RD,"IF($B28="""","""",INDEX(POINT_COORDINATES!$B$2:$B$100,MATCH($B28,POINT_COORDINATES!$A$2:$A$100,0)))","IF(RC2="""","""",INDEX('POINT_COORDINATES'!R2C2:R100C2,MATCH(RC2,'POINT_COORDINATES'!R2C1:R100C1,0)))"
D28,JOIN,8fb2d508d5a330f9562f,,POINT_COORDINATES,INDEX | MATCH | RD,"IF($B28="""","""",INDEX(POINT_COORDINATES!$C$2:$C$100,MATCH($B28,POINT_COORDINATES!$A$2:$A$100,0)))","IF(RC2="""","""",INDEX('POINT_COORDINATES'!R2C3:R100C3,MATCH(RC2,'POINT_COORDINATES'!R2C1:R100C1,0)))"
E28,JOIN,619756a00b92a04a3ed4,,IMPORTED_NODAL,FS | SUMIFS,"IF($B28="""","""",SUMIFS(IMPORTED_NODAL!$E$2:$E$200,IMPORTED_NODAL!$A$2:$A$200,$B28,IMPORTED_NODAL!$B$2:$B$200,$B$3))","IF(RC2="""","""",SUMIFS('IMPORTED_NODAL'!R2C5:R200C5,'IMPORTED_NODAL'!R2C1:R200C1,RC2,'IMPORTED_NODAL'!R2C2:R200C2,R3C2))"
F28,UNCLASSIFIED,936cac9a550fed60f943,,,,"IF($A28="""","""",IF($B$4=""compression-negative"",-E28,E28))","IF(RC1="""","""",IF(R4C2=""COMPRESSION-NEGATIVE"",-RC[-1],RC[-1]))"
G28,UNCLASSIFIED,78f81eaf9b5db2aed525,,,,"IF($A28="""","""",IF(F28>=0,""COMPRESSION"",""TENSION""))","IF(RC1="""","""",IF(RC[-1]>=0,""COMPRESSION"",""TENSION""))"
H28,JOIN,6990db21c36e8e4d3f5a,,PILE_POINTS,INDEX | MATCH,"IF($A28="""","""",INDEX(PILE_POINTS!$D$2:$D$100,MATCH($A28,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C4:R100C4,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
I28,JOIN,d3047106ad6537f6197c,,PILE_POINTS,INDEX | MATCH,"IF($A28="""","""",INDEX(PILE_POINTS!$E$2:$E$100,MATCH($A28,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C5:R100C5,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
J28,UNCLASSIFIED,d62ca1d498d29761e5d7,,,,"IF($A28="""","""",IF(G28=""COMPRESSION"",H28,I28))","IF(RC1="""","""",IF(RC[-3]=""COMPRESSION"",RC[-2],RC[-1]))"
K28,ACTION,dc65032a1ccf15c13650,,,ABS,"IF($A28="""","""",IF(G28=""COMPRESSION"",F28/H28,IF(I28>0,ABS(F28)/I28,NA())))","IF(RC1="""","""",IF(RC[-4]=""COMPRESSION"",RC[-5]/RC[-3],IF(RC[-2]>0,ABS(RC[-5])/RC[-2],NA())))"
L28,STATUS,140ce0b4c72278660359,,,"""BLOCK"" | ""FAIL"" | ""PASS""","IF($A28="""","""",IF(G28=""COMPRESSION"",IF(K28<=1,""PASS"",""FAIL""),IF(I28<=0,""BLOCK"",IF(K28<=1,""PASS"",""FAIL""))))","IF(RC1="""","""",IF(RC[-5]=""COMPRESSION"",IF(RC[-1]<=1,""PASS"",""FAIL""),IF(RC[-3]<=0,""BLOCK"",IF(RC[-1]<=1,""PASS"",""FAIL""))))"
M28,JOIN,359df7197ac13ee55762,,PILE_POINTS,INDEX | MATCH,"IF($A28="""","""",INDEX(PILE_POINTS!$F$2:$F$100,MATCH($A28,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C6:R100C6,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
N28,JOIN,016a6c2b2e13027efaca,,PILE_POINTS,INDEX | MATCH,"IF($A28="""","""",INDEX(PILE_POINTS!$G$2:$G$100,MATCH($A28,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C7:R100C7,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
